movie_title,wiki_summary
"Christmas Story, A (1983)","A Christmas Story is a 1983 Christmas comedy film directed by Bob Clark and based on Jean Shepherd's semi-fictional anecdotes in his 1966 book In God We Trust: All Others Pay Cash, with some elements from his 1971 book Wanda Hickey's Night of Golden Memories and Other Disasters."
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),"National Lampoon's Vacation, sometimes referred to as simply Vacation, is a 1983 American road trip  black comedy directed by Harold Ramis starring Chevy Chase, Beverly D'Angelo, Imogene Coca, Randy Quaid, John Candy, and Christie Brinkley in her acting debut with special appearances by Eddie Bracken, Brian Doyle-Murray, Miriam Flynn, James Keach, Eugene Levy, and Frank McRae."
Christmas in Connecticut (1992),"Christmas in Connecticut is a 1992 American Christmas romantic comedy television film directed by Arnold Schwarzenegger (his only directing credit to date) and starring Dyan Cannon, Kris Kristofferson, and Tony Curtis."
Christmas with the Kranks (2004),"Christmas with the Kranks is a 2004 American Christmas comedy film directed by Joe Roth from a screenplay by Chris Columbus, based on the 2001 novel Skipping Christmas by John Grisham."
Christopher Columbus: The Discovery (1992),Christopher Columbus: The Discovery is a 1992 historical adventure film directed by John Glen.
Chronicle (2012),Chronicle is a 2012 American found footage superhero thriller film directed by Josh Trank with a screenplay by Max Landis from a story they both co-wrote.
"Chronicles of Narnia: Prince Caspian, The (2008)","The Chronicles of Narnia: Prince Caspian is a 2008 high fantasy film directed by Andrew Adamson, who co-wrote the screenplay with Christopher Markus and Stephen McFeely, based on the 1951 novel Prince Caspian, Produced by Walt Disney Pictures and Walden Media, the second published and fourth chronological novel in the children's book series The Chronicles of Narnia by C. S. Lewis."
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe is a 2005 high fantasy film directed by Andrew Adamson, who co-wrote the screenplay with Ann Peacock and the writing team of Christopher Markus and Stephen McFeely, based on the 1950 novel The Lion, the Witch and the Wardrobe, the first published and second chronological novel in the children's book series The Chronicles of Narnia by C. S. Lewis."
"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)","The Chronicles of Narnia: The Voyage of the Dawn Treader is 2010 high fantasy adventure film directed by Michael Apted from a screenplay by Christopher Markus, Stephen McFeely, and Michael Petroni, based on the 1952 novel The Voyage of the Dawn Treader, the third published and fifth chronological novel in the children's book series The Chronicles of Narnia by C. S. Lewis."
"Chronicles of Riddick, The (2004)",The Chronicles of Riddick is a 2004 American science fiction action film written and directed by David Twohy.
Chuck & Buck (2000),Chuck & Buck is a 2000 American black comedy drama film directed by Miguel Arteta.
"Chump at Oxford, A (1940)",A Chump at Oxford is a Hal Roach comedy film produced in 1939 and released in 1940 by United Artists.
Chungking Express (Chung Hing sam lam) (1994),Chungking Express is a 1994 Hong Kong arthouse romantic comedy-drama film written and directed by Wong Kar-wai.
"Ciao, Professore! (Io speriamo che me la cavo) (1992)","Ciao, Professore!"
"Cider House Rules, The (1999)","The Cider House Rules is a 1999 American drama film directed by Lasse Hallström from a screenplay by John Irving, based on Irving's 1985 novel of the same name."
Cigarette Burns (2005),"""Cigarette Burns"" is the eighth episode of the first season of Masters of Horror."
Cimarron (1931),"Cimarron is a 1931 pre-Code epic Western film starring Richard Dix and Irene Dunne, and directed by Wesley Ruggles."
"Cincinnati Kid, The (1965)",The Cincinnati Kid is a 1965 American drama film directed by Norman Jewison.
Cinderella (1950),Cinderella (Russian: Хрустальный башмачок) is a 1960 Soviet musical film directed by Rostislav Zakharov and Aleksandr Rou.
Cinderella (1997),"Rodgers & Hammerstein's Cinderella (also known as simply Cinderella) is a 1997 American musical fantasy television film produced by Walt Disney Television, directed by Robert Iscove, and written by Robert L. Freedman."
Cinderella (2015),Cinderella is a 2015 romantic fantasy film directed by Kenneth Branagh from a screenplay by Chris Weitz.
Cinderella Man (2005),Cinderella Man is a 2005 American drama film directed by Ron Howard.
"Cinderella Story, A (2004)","A Cinderella Story is a 2004 American teen romantic comedy film directed by Mark Rosman, written by Leigh Dunlap and starring Hilary Duff, Chad Michael Murray, Jennifer Coolidge, and Regina King."
Cinema Paradiso (Nuovo cinema Paradiso) (1989),"Cinema Paradiso (Italian: Nuovo Cinema Paradiso, Italian pronunciation: [ˈnwɔːvo ˈtʃiːnema paraˈdiːzo], literally ""New Paradise Cinema"") is a 1988 coming-of-age dramedy film written and directed by Giuseppe Tornatore."
Cinemania (2002),"Cinemania is a 2002 German/American documentary film about five obsessed cinephiles, who, throughout the year, each see two to five films a day and work out a daily schedule to see them in theatres across New York City."
Circle of Friends (1995),"Circle of Friends is a 1995 film directed by Irish filmmaker Pat O'Connor, and based on the 1990 novel of the same name written by Maeve Binchy."
Circus (2000),Circus is a 2000 British/American neo noir crime film directed by Rob Walker and written by David Logan.
"Circus, The (1928)","The Circus is a 1928 silent romantic comedy film written, produced, and directed by Charlie Chaplin."
Cirque du Freak: The Vampire's Assistant (2009),"Cirque du Freak: The Vampire's Assistant is a 2009 American fantasy film directed by Paul Weitz and co-screenplay adapted with Brian Helgeland, loosely based on the Vampire Blood trilogy of the book series The Saga of Darren Shan by author Darren Shan."
Citizen Kane (1941),"Citizen Kane is a 1941 American drama film directed by, produced by, and starring Orson Welles."
Citizen Ruth (1996),"Citizen Ruth is a 1996 American satirical black comedy film directed by Alexander Payne, in his feature film directorial debut, and starring Laura Dern, Swoosie Kurtz, Kelly Preston, Burt Reynolds, Kurtwood Smith, Mary Kay Place, Kenneth Mars, and Tippi Hedren."
Citizen X (1995),"Citizen X is a 1995 American television film which covers the efforts of detectives in the Soviet Union to capture an unknown serial killer of women and children in the 1980s, and the bureaucratic obstacles they encounter."
Citizenfour (2014),"Citizenfour is a 2014 documentary film directed by Laura Poitras, concerning Edward Snowden and the NSA spying scandal."
City Hall (1996),"City Hall is a 1996 American suspense drama film directed by Harold Becker and starring Al Pacino, John Cusack, Bridget Fonda and Danny Aiello."
City Heat (1984),"City Heat is a 1984 American buddy-crime comedy film starring Clint Eastwood and Burt Reynolds, written by Blake Edwards and directed by Richard Benjamin."
City Island (2009),"City Island is a 2009 American comedy-drama film directed and written by Raymond De Felitta and starring Andy Garcia, Julianna Margulies, Alan Arkin, Emily Mortimer and Ezra Miller."
City Lights (1931),"City Lights is a 1931 American synchronized sound romantic comedy-drama film written, produced, directed by, and starring Charlie Chaplin."
City Slickers (1991),"City Slickers is a 1991 American Western comedy film directed by Ron Underwood and starring Billy Crystal, Daniel Stern, Bruno Kirby and Jack Palance, with supporting roles by Patricia Wettig, Helen Slater and Noble Willingham, and Jake Gyllenhaal making his acting debut."
City Slickers II: The Legend of Curly's Gold (1994),City Slickers II: The Legend of Curly's Gold is a 1994 American Western comedy film directed by Paul Weiland.
City by the Sea (2002),The Salton Sea is a 2002 American neo-noir crime thriller film directed by D. J. Caruso and starring Val Kilmer and Vincent D'Onofrio.
City of Angels (1998),City of Angels is a 1998 American romantic fantasy film directed by Brad Silberling and starring Nicolas Cage and Meg Ryan.
City of Ember (2008),City of Ember is a 2008 American science fantasy adventure film based on the 2003 novel The City of Ember by Jeanne DuPrau.
City of God (Cidade de Deus) (2002),City of God (Portuguese: Cidade de Deus) is a 2002 Brazilian epic crime film directed by Fernando Meirelles and Kátia Lund.
"City of Lost Children, The (Cité des enfants perdus, La) (1995)","The City of Lost Children (French: La Cité des enfants perdus) is a 1995 science fantasy film directed by Marc Caro and Jean-Pierre Jeunet, written by Jeunet and Gilles Adrien, and starring Ron Perlman."
City of Men (Cidade dos Homens) (2007),"Cidade dos Homens (English title: City of Men) is a Brazilian television show created by Kátia Lund and Fernando Meirelles, the directors of the film City of God."
"City of Women, The (Città delle donne, La) (1980)",City of Women (Italian: La città delle donne) is a 1980 Italian fantasy comedy-drama film co-written (with Bernardino Zapponi and Brunello Rondi) and directed by Federico Fellini.
"Civil Action, A (1998)","A Civil Action is a 1998 American legal drama film directed and written by Steven Zaillian and starring John Travolta with Robert Duvall, James Gandolfini, Dan Hedaya, John Lithgow, William H. Macy, Kathleen Quinlan, and Tony Shalhoub."
"Civil War, The (1990)",The Civil War is a 1990 American television documentary miniseries created by Ken Burns about the American Civil War.
"Claim, The (2000)","The Claim is a 2000 Western romance film directed by Michael Winterbottom and starring Peter Mullan, Wes Bentley, Sarah Polley, Nastassja Kinski and Milla Jovovich."
"Claire's Knee (Genou de Claire, Le) (1970)",Claire's Knee (French: Le Genou de Claire)  is a 1970 French romantic drama film written and directed by Éric Rohmer.
"Clan of the Cave Bear, The (1986)",The Clan of the Cave Bear is a 1986 American adventure film directed by Michael Chapman and based on the book of the same name by Jean M. Auel.
Clara's Heart (1988),"Clara's Heart is a 1988 American drama film, based on Joseph Olshan's novel of the same name, directed by Robert Mulligan, written by Mark Medoff and is also Neil Patrick Harris' debut role."
Class (1983),"Class is a 1983 American comedy-drama film directed by Lewis John Carlino, starring Rob Lowe, Jacqueline Bisset, Andrew McCarthy, and Cliff Robertson."
Class Act (1992),Class Act is a 1992 American comedy film directed by Randall Miller and starring hip-hop duo Kid 'n Play.
Class Action (1991),Class Action is a 1991 American legal drama film directed by Michael Apted.
Class Reunion (1982),Class Reunion is a 1982 American black comedy film produced by National Lampoon as the third film from the magazine.
Class of Nuke 'Em High (1986),Class of Nuke 'Em High (also known as Atomic High School) is a 1986 American science-fiction horror comedy film produced and distributed by Troma Entertainment.
"Class, The (Entre les murs) (2008)","The Class (French: Entre les murs, lit. 'Between the walls') is a 2008 French drama film directed by Laurent Cantet, based on the 2006 novel of the same name by François Bégaudeau."
"Class, The (Klass) (2007)",The Class (Estonian: Klass) is a 2007 Estonian drama film directed by Ilmar Raag.
Clay Pigeons (1998),"Clay Pigeons is a 1998 black comedy film written by Matt Healy and directed by David Dobkin, and starring Joaquin Phoenix, Vince Vaughn and Janeane Garofalo."
